IPV6频道专区,#genre#

湖南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/hnws-hd/2500.m3u8?innersid=ace

江西卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/jxws-hd/2500.m3u8?innersid=ace

江苏卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/jsws-hd/2500.m3u8?innersid=ace

浙江卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/zsws-hd/2500.m3u8?innersid=ace

东南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/fjws-hd/2500.m3u8?innersid=ace

广东卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/gdws-hd/2500.m3u8?innersid=ace

深圳卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/szws-hd/2500.m3u8?innersid=ace

广西卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/gxws-sd/1500.m3u8?innersid=ace

云南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/ynws-hd/2500.m3u8?innersid=ace

贵州卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/gzws-sd/1500.m3u8?innersid=ace

四川卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/scws-hd/2500.m3u8?innersid=ace

新疆卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/xjws-sd/1500.m3u8?innersid=ace

兵团卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/btws-sd/1500.m3u8?innersid=ace

西藏卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/xzws-sd/1500.m3u8?innersid=ace

海南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/lyws-sd/1500.m3u8?innersid=ace

CCTV1,https://tvpull.careryun.com/tv/cctv1.m3u8

CCTV2,https://tvpull.careryun.com/tv/cctv2.m3u8

CCTV3,https://tvpull.careryun.com/tv/cctv3.m3u8

CCTV4,https://tvpull.careryun.com/tv/cctv4.m3u8

CCTV5,https://tvpull.careryun.com/tv/cctv5.m3u8

CCTV5+,https://tvpull.careryun.com/tv/cctv5+.m3u8

CCTV6,https://tvpull.careryun.com/tv/cctv6.m3u8

CCTV7,https://tvpull.careryun.com/tv/cctv7.m3u8

CCTV8,https://tvpull.careryun.com/tv/cctv8.m3u8

CCTV9,https://tvpull.careryun.com/tv/cctv9.m3u8

CCTV10,https://tvpull.careryun.com/tv/cctv10.m3u8

CCTV11,https://tvpull.careryun.com/tv/cctv11.m3u8

CCTV12,https://tvpull.careryun.com/tv/cctv12.m3u8

CCTV13,https://tvpull.careryun.com/tv/cctv13.m3u8

CCTV14,https://tvpull.careryun.com/tv/cctv14.m3u8

CCTV15,https://tvpull.careryun.com/tv/cctv15.m3u8

CCTV17,https://tvpull.careryun.com/tv/cctv17.m3u8

湖南卫视,http://59.62.40.243:8888/udp/239.252.219.201:5140

北京卫视,http://59.62.40.243:8888/udp/239.252.219.206:5140

东方卫视,http://59.62.40.243:8888/udp/239.252.219.229:5140

浙江卫视,http://59.62.40.243:8888/udp/239.252.219.210:5140

江西卫视,http://59.62.40.243:8888/udp/239.252.220.63:5140

江苏卫视,http://59.62.40.243:8888/udp/239.252.219.214:5140

深圳卫视,http://59.62.40.243:8888/udp/239.252.219.212:5140

广东卫视,http://59.62.40.243:8888/udp/239.252.219.213:5140

湖北卫视,http://59.62.40.243:8888/udp/239.252.219.208:5140

辽宁卫视,http://59.62.40.243:8888/udp/239.252.220.62:5140

天津卫视,http://59.62.40.243:8888/udp/239.252.220.61:5140

贵州卫视,http://59.62.40.243:8888/udp/239.252.220.190:5140

山东卫视,http://59.62.40.243:8888/udp/239.252.219.228:5140

重庆卫视,http://59.62.40.243:8888/udp/239.252.220.94:5140

云南卫视,http://59.62.40.243:8888/udp/239.252.219.185:5140

东南卫视,http://59.62.40.243:8888/udp/239.252.220.82:5140

黑龙江卫视,http://59.62.40.243:8888/udp/239.252.219.211:5140

四川卫视,http://59.62.40.243:8888/udp/239.252.220.93:5140

青海卫视,http://59.62.40.243:8888/udp/239.252.219.46:5140

安徽卫视,http://59.62.40.243:8888/udp/239.252.220.83:5140

河北卫视,http://59.62.40.243:8888/udp/239.252.220.154:5140

海南卫视,http://59.62.40.243:8888/udp/239.252.219.178:5140

吉林卫视,http://59.62.40.243:8888/udp/239.252.220.188:5140

内蒙古卫视,http://59.62.40.243:8888/udp/239.252.219.48:5140

河南卫视,http://59.62.40.243:8888/udp/239.252.220.189:5140

宁夏卫视,http://59.62.40.243:8888/udp/239.252.219.104:5140

山西卫视,http://59.62.40.243:8888/udp/239.252.219.27:5140

甘肃卫视,http://59.62.40.243:8888/udp/239.252.219.140:5140

陕西卫视,http://59.62.40.243:8888/udp/239.252.219.105:5140

兵团卫视,http://59.62.40.243:8888/udp/239.252.219.107:5140

广西卫视,http://59.62.40.243:8888/udp/239.252.219.183:5140

三沙卫视,http://59.62.40.243:8888/udp/239.252.219.76:5140

新疆卫视,http://59.62.40.243:8888/udp/239.252.219.100:5140

西藏卫视,http://59.62.40.243:8888/udp/239.252.219.106:5140

厦门卫视,http://59.62.40.243:8888/udp/239.252.219.75:5140
        ]
      }
    ]
  },
  {
     港澳频道,#genre#

认准QQ群：867734458,http://zhibo.hkstv.tv/livestream/mutfysrq.flv

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv,
          http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0,
          http://wouu.net:9977/udp/239.93.0.156:2193,
          http://ali.hlspull.yximgs.com/live/facf94ac3441dc4e5f8e48d1eeb18045.flv,
          http://xeace.cn:8888/udp/239.93.0.156:2193

亚洲卫视,http://play2.one-tv.com:80/live/onetv.m3u8,
          https://stream1.freetv.fun/9b76ea2344e9add33d27b06fcec84015f4aec3bfb9662be24880df82c51c9143.m3u8,
          https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8

环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

凤凰卫视中文,https://ali.hlspull.yximgs.com/live/diyp_fh2.flv,
          http://ttkx.cc:776/8585/fh.php?id=fhzw,
          http://www.erbao1981.top:8188/udp/239.76.246.135:1234,
          http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw

凤凰卫视资讯,https://ali.hlspull.yximgs.com/live/diyp_fh1.flv,
          http://ttkx.cc:776/8585/fh.php?id=fhzx,
          http://www.erbao1981.top:8188/udp/239.76.246.134:1234,
          http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx

凤凰香港,https://ali.hlspull.yximgs.com/live/diyp_fh3.flv,
          http://ttkx.cc:776/8585/fh.php?id=fhhk,
          http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk

星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv

TVB亚洲武侠,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8,
          http://1.94.31.214:35455/huya/11342427,
          http://cdn.jdshipin.com:8880/huya.php?id=11342427,
          http://ttkx.cc:776/8585/hy.php?id=11342427

TVB翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn,
          http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8,
          http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct

TVB星河,http://47.76.200.150/kyhd/golive.php?id=9,
          http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8,
          http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe,
          http://php.jdshipin.com/TVOD/iptv.php?id=xinghe,
          http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe

TVB娱乐新闻台,http://47.76.200.150/kyhd/golive.php?id=8,
          http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8

明珠台,http://47.76.200.150/kyhd/golive.php?id=7,
          http://qjrhc.jydjd.top:2911/udp/224.1.100.2:11111,
          http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah008-golive.flv,
          http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8

澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8

澳门莲花,http://php.jdshipin.com:8880/amlh.php,
          http://php.jdshipin.com/amlh.php

无线新闻台,http://47.76.200.150/kyhd/golive.php?id=19,
          http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw,
          http://php.jdshipin.com:8880/smt.php?id=inews_twn,
          http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8,
          http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8

无线华丽台,http://php.jdshipin.com/smt.php?id=Tvbjade,
          http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali,
          http://php.jdshipin.com/TVOD/iptv.php?id=huali

无线Plus台,http://bziyunshao.synology.me:8890/bysid/82,
          http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8,
          http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8

无线赛马台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8,
          http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a17-golive.flv

无线娱乐台,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8,
          http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8

无线华剧台,http://47.76.200.150/kyhd/golive.php?id=11,
          http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a15-golive.flv,
          http://free.xiptv.x10.bz/kudou.php?id=22

无线功夫粤,http://47.76.200.150/kyhd/golive.php?id=20,
          http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a13-golive.flv,
          http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist.m3u8

无线功夫国,http://1.94.31.214:35455/huya/11352941,
          http://cdn.jdshipin.com:8880/huya.php?id=11352941,
          http://ttkx.cc:776/8585/hy.php?id=11352941

美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya,
          http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8,
          http://php.jdshipin.com:8880/iptv.php?id=meiya,
          https://iptv.vip-tptv.xyz/tv.php?id=1

美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8

黄金翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade,
          http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8,
          http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8

黄金华剧台,http://158.247.232.58:29191/stream/mytv/tvbhjhj/master.m3u8,
          https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8

千禧经典台,http://47.76.200.150/kyhd/golive.php?id=12,
          http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc,
          http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8

天映经典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8,
          http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
        ]
      }
    ]
  },
  {
     电视剧,#genre#

血色浪漫,http://liushizupu.site:35455/yy/1354926676,
          http://jiaojirentv.top/2020/yy.php?id=1354926676,
          http://www.0745daxin.art:35455/yy/1354926676

我和僵尸有个约会,http://liushizupu.site:35455/yy/1354143966,
          http://jiaojirentv.top/2020/yy.php?id=1354143966,
          http://www.0745daxin.art:35455/yy/1354143966

爱情公寓,http://1.94.31.214:35455/huya/11336726,
          http://cdn.jdshipin.com:8880/huya.php?id=11336726,
          http://ttkx.cc:776/8585/hy.php?id=11336726

家有儿女,http://1.94.31.214:35455/huya/11352872,
          http://cdn.jdshipin.com:8880/huya.php?id=11352872,
          http://ttkx.cc:776/8585/hy.php?id=11352872

邻里一家亲,http://cdn.jdshipin.com:8880/huya.php?id=11342426,
          http://1.94.31.214:35455/huya/11342426,
          http://ttkx.cc:776/8585/hy.php?id=11342426

双月之城,http://liushizupu.site:35455/yy/1382736907,
          http://jiaojirentv.top/2020/yy.php?id=1382736907,
          http://www.0745daxin.art:35455/yy/1382736907

放羊的星星,http://jiaojirentv.top/2020/yy.php?id=1355260662,
          http://liushizupu.site:35455/yy/1355260662,
          http://www.0745daxin.art:35455/yy/1355260662

新白娘子传奇,http://liushizupu.site:35455/yy/1354490667,
          http://jiaojirentv.top/2020/yy.php?id=1354490667,
          http://www.0745daxin.art:35455/yy/1354490667

天龙八部,http://1.94.31.214:35455/huya/23903123,
          http://cdn.jdshipin.com:8880/huya.php?id=23903123,
          http://ttkx.cc:776/8585/hy.php?id=23903123

琅琊榜,http://zby.xjqxz.top/lyb/live.m3u8

伪装者,http://liushizupu.site:35455/yy/1354936244,
          http://jiaojirentv.top/2020/yy.php?id=1354936244,
          http://www.0745daxin.art:35455/yy/1354936244

钟馗传说,http://liushizupu.site:35455/yy/1382736839,
          http://www.0745daxin.art:35455/yy/1382736839,
          http://jiaojirentv.top/2020/yy.php?id=1382736839

粉红女郎,http://liushizupu.site:35455/yy/1354888671,
          http://jiaojirentv.top/2020/yy.php?id=1354888671,
          http://www.0745daxin.art:35455/yy/1354888671

隋唐英雄传,http://jiaojirentv.top/2020/yy.php?id=1352475619,
          http://liushizupu.site:35455/yy/1352475619,
          http://www.0745daxin.art:35455/yy/1352475619

仙剑奇侠传,http://liushizupu.site:35455/yy/1382749903,
          http://www.0745daxin.art:35455/yy/1382749903,
          http://jiaojirentv.top/2020/yy.php?id=1382749903

雪中悍刀行,http://1.94.31.214:35455/huya/11336592,
          http://ttkx.cc:776/8585/hy.php?id=11336592,
          http://cdn.jdshipin.com:8880/huya.php?id=11336592

庆余年,http://1.94.31.214:35455/huya/11352960,
          http://ttkx.cc:776/8585/hy.php?id=11352960,
          http://cdn.jdshipin.com:8880/huya.php?id=11352960

新白娘子传奇,http://liushizupu.site:35455/yy/1354930969,
          http://jiaojirentv.top/2020/yy.php?id=1354930969,
          http://www.0745daxin.art:35455/yy/1354930969

花千骨,http://liushizupu.site:35455/yy/1354943110,
          http://jiaojirentv.top/2020/yy.php?id=1354943110,
          http://www.0745daxin.art:35455/yy/1354943110

鹊刀门传奇,http://liushizupu.site:35455/yy/1355344777,
          http://jiaojirentv.top/2020/yy.php?id=1355344777,
          http://www.0745daxin.art:35455/yy/1355344777

三生三世,http://zby.xjqxz.top/sssszss/live.m3u8

甄嬛传,http://zby.xjqxz.top/live8/live.m3u8,
          http://1.94.31.214:35455/huya/30145009,
          http://cdn.jdshipin.com:8880/huya.php?id=30145009,
          http://ttkx.cc:776/8585/hy.php?id=30145009

与凤行,http://cdn.jdshipin.com:8880/huya.php?id=26355866,
          http://1.94.31.214:35455/huya/26355866,
          http://ttkx.cc:776/8585/hy.php?id=26355866

电视剧_开端,http://1.94.31.214:35455/huya/11342397,
          http://cdn.jdshipin.com:8880/huya.php?id=11342397,
          http://ttkx.cc:776/8585/hy.php?id=11342397

我的体育老师,http://liushizupu.site:35455/yy/1382745169,
          http://jiaojirentv.top/2020/yy.php?id=1382745169,
          http://www.0745daxin.art:35455/yy/1382745169

如果岁月,http://liushizupu.site:35455/yy/1382736883,
          http://jiaojirentv.top/2020/yy.php?id=1382736883,
          http://www.0745daxin.art:35455/yy/1382736883

流金岁月,http://liushizupu.site:35455/yy/1382749906,
          http://jiaojirentv.top/2020/yy.php?id=1382749906,
          http://www.0745daxin.art:35455/yy/1382749906

向风而行,http://zby.xjqxz.top/xfex/live.m3u8

欢乐颂,http://lxajh.top/tv/douyu.php?id=3756989,
          http://124.248.69.76:26781/douyu/3756989,
          http://zzy789.xyz/douyu1.php?id=3756989

好先生,http://lxajh.top/tv/douyu.php?id=9650792,
          http://124.248.69.76:26781/douyu/9650792,
          http://zzy789.xyz/douyu1.php?id=9650792

我的前半生,http://liushizupu.site:35455/yy/1382735564,
          http://jiaojirentv.top/2020/yy.php?id=1382735564,
          http://www.0745daxin.art:35455/yy/1382735564

警察荣誉,http://zby.xjqxz.top/live16/live.m3u8

火蓝刀锋,http://liushizupu.site:35455/yy/1382737892,
          http://jiaojirentv.top/2020/yy.php?id=1382737892,
          http://www.0745daxin.art:35455/yy/1382737892

二炮手,http://liushizupu.site:35455/yy/1354930964,
          http://jiaojirentv.top/2020/yy.php?id=1354930964,
          http://www.0745daxin.art:35455/yy/1354930964

炮神,http://liushizupu.site:35455/yy/22089862,
          http://jiaojirentv.top/2020/yy.php?id=22089862,
          http://www.0745daxin.art:35455/yy/22089862

风筝,http://liushizupu.site:35455/yy/1354931585,
          http://jiaojirentv.top/2020/yy.php?id=1354931585,
          http://www.0745daxin.art:35455/yy/1354931585

武林外传,http://liushizupu.site:35455/yy/1355652820,
          http://jiaojirentv.top/2020/yy.php?id=1355652820,
          http://www.0745daxin.art:35455/yy/1355652820

飞虎之潜行极战,http://liushizupu.site:35455/yy/1354932420,
          http://www.0745daxin.art:35455/yy/1354932420,
          http://jiaojirentv.top/2020/yy.php?id=1354932420

天道,http://liushizupu.site:35455/yy/1382735574,
          http://www.0745daxin.art:35455/yy/1382735574,
          http://jiaojirentv.top/2020/yy.php?id=1382735574

大汉天子,http://liushizupu.site:35455/yy/1382749902,
          http://www.0745daxin.art:35455/yy/1382749902,
          http://jiaojirentv.top/2020/yy.php?id=1382749902

封神榜,http://liushizupu.site:35455/yy/1353426319,
          http://www.0745daxin.art:35455/yy/1353426319,
          http://jiaojirentv.top/2020/yy.php?id=1353426319

使徒行者,http://1.94.31.214:35455/huya/23734256,
          http://cdn.jdshipin.com:8880/huya.php?id=23734256,
          http://ttkx.cc:776/8585/hy.php?id=23734256

延禧攻略,http://1.94.31.214:35455/huya/26355864,
          http://cdn.jdshipin.com:8880/huya.php?id=26355864,
          http://ttkx.cc:776/8585/hy.php?id=26355864

民兵葛二蛋,http://1.94.31.214:35455/huya/11602072,
          http://cdn.jdshipin.com:8880/huya.php?id=11602072,
          http://ttkx.cc:776/8585/hy.php?id=11602072

铁道游击队,http://1.94.31.214:35455/huya/11352936,
          http://cdn.jdshipin.com:8880/huya.php?id=11352936,
          http://ttkx.cc:776/8585/hy.php?id=11352936

勇敢的心,http://1.94.31.214:35455/huya/11602037,
          http://cdn.jdshipin.com:8880/huya.php?id=11602037,
          http://ttkx.cc:776/8585/hy.php?id=11602037

康熙微服私访记,http://1.94.31.214:35455/huya/11342418,
          http://cdn.jdshipin.com:8880/huya.php?id=11342418,
          http://ttkx.cc:776/8585/hy.php?id=11342418

楚汉骄雄,http://1.94.31.214:35455/huya/23740156,
          http://cdn.jdshipin.com:8880/huya.php?id=23740156,
          http://ttkx.cc:776/8585/hy.php?id=23740156

御赐小仵作,http://1.94.31.214:35455/huya/11352948,
          http://cdn.jdshipin.com:8880/huya.php?id=11352948,
          http://ttkx.cc:776/8585/hy.php?id=11352948

笑看风云,http://1.94.31.214:35455/huya/23865058,
          http://cdn.jdshipin.com:8880/huya.php?id=23865058,
          http://ttkx.cc:776/8585/hy.php?id=23865058

康熙王朝,http://1.94.31.214:35455/huya/11352940,
          http://cdn.jdshipin.com:8880/huya.php?id=11352940,
          http://ttkx.cc:776/8585/hy.php?id=11352940

雍正王朝,http://1.94.31.214:35455/huya/11342439,
          http://cdn.jdshipin.com:8880/huya.php?id=11342439,
          http://ttkx.cc:776/8585/hy.php?id=11342439

陆小凤,http://1.94.31.214:35455/huya/29808803,
          http://cdn.jdshipin.com:8880/huya.php?id=29808803,
          http://ttkx.cc:776/8585/hy.php?id=29808803

武林外传,http://1.94.31.214:35455/huya/21059598,
          http://cdn.jdshipin.com:8880/huya.php?id=21059598,
          http://ttkx.cc:776/8585/hy.php?id=21059598

芈月传,http://1.94.31.214:35455/huya/11352975,
          http://cdn.jdshipin.com:8880/huya.php?id=11352975,
          http://ttkx.cc:776/8585/hy.php?id=11352975

一代枭雄,http://1.94.31.214:35455/huya/11342398,
          http://cdn.jdshipin.com:8880/huya.php?id=11342398,
          http://ttkx.cc:776/8585/hy.php?id=11342398

如懿传,http://1.94.31.214:35455/huya/29465880,
          http://cdn.jdshipin.com:8880/huya.php?id=29465880,
          http://ttkx.cc:776/8585/hy.php?id=29465880

陀枪师姐,http://1.94.31.214:35455/huya/23860039,
          http://cdn.jdshipin.com:8880/huya.php?id=23860039,
          http://ttkx.cc:776/8585/hy.php?id=23860039

问心,http://1.94.31.214:35455/huya/11352890,
          http://cdn.jdshipin.com:8880/huya.php?id=11352890,
          http://ttkx.cc:776/8585/hy.php?id=11352890

风云雄霸天下,http://cdn.jdshipin.com:8880/huya.php?id=21059612,
          http://1.94.31.214:35455/huya/21059612,
          http://ttkx.cc:776/8585/hy.php?id=21059612

全职高手,http://1.94.31.214:35455/huya/11352901,
          http://cdn.jdshipin.com:8880/huya.php?id=11352901,
          http://ttkx.cc:776/8585/hy.php?id=11352901

炊事班的故事3,http://1.94.31.214:35455/huya/19524135,
          http://cdn.jdshipin.com:8880/huya.php?id=19524135,
          http://ttkx.cc:776/8585/hy.php?id=19524135

地下交通站,http://1.94.31.214:35455/huya/11342433,
          http://cdn.jdshipin.com:8880/huya.php?id=11342433,
          http://ttkx.cc:776/8585/hy.php?id=11342433

医馆笑传,http://1.94.31.214:35455/huya/11352891,
          http://cdn.jdshipin.com:8880/huya.php?id=11352891,
          http://ttkx.cc:776/8585/hy.php?id=11352891

杨光的快乐生活,http://1.94.31.214:35455/huya/11602085,
          http://cdn.jdshipin.com:8880/huya.php?id=11602085,
          http://ttkx.cc:776/8585/hy.php?id=11602085

陈情令,http://1.94.31.214:35455/huya/29465862,
          http://cdn.jdshipin.com:8880/huya.php?id=29465862,
          http://ttkx.cc:776/8585/hy.php?id=29465862

神医喜来乐,http://1.94.31.214:35455/huya/11601978,
          http://cdn.jdshipin.com:8880/huya.php?id=11601978,
          http://ttkx.cc:776/8585/hy.php?id=11601978

邻里一家亲,http://1.94.31.214:35455/huya/11342426,
          http://cdn.jdshipin.com:8880/huya.php?id=11342426,
          http://ttkx.cc:776/8585/hy.php?id=11342426

大宋提刑官,http://1.94.31.214:35455/huya/26355856,
          http://cdn.jdshipin.com:8880/huya.php?id=26355856,
          http://ttkx.cc:776/8585/hy.php?id=26355856

鹊刀门传奇,http://1.94.31.214:35455/huya/29805872,
          http://cdn.jdshipin.com:8880/huya.php?id=29805872,
          http://ttkx.cc:776/8585/hy.php?id=29805872

神探狄仁杰1,http://1.94.31.214:35455/huya/29528581,
          http://cdn.jdshipin.com:8880/huya.php?id=29528581,
          http://ttkx.cc:776/8585/hy.php?id=29528581

白鹿原,http://1.94.31.214:35455/huya/11342416,
          http://cdn.jdshipin.com:8880/huya.php?id=11342416,
          http://ttkx.cc:776/8585/hy.php?id=11342416

长相思,http://1.94.31.214:35455/huya/11336593,
          http://cdn.jdshipin.com:8880/huya.php?id=11336593,
          http://ttkx.cc:776/8585/hy.php?id=11336593

你是我的荣耀,http://1.94.31.214:35455/huya/11352920,
          http://cdn.jdshipin.com:8880/huya.php?id=11352920,
          http://ttkx.cc:776/8585/hy.php?id=11352920

铁齿铜牙纪晓岚,http://1.94.31.214:35455/huya/11342396,
          http://cdn.jdshipin.com:8880/huya.php?id=11342396,
          http://ttkx.cc:776/8585/hy.php?id=11342396

士兵突击,http://1.94.31.214:35455/huya/11342430,
          http://cdn.jdshipin.com:8880/huya.php?id=11342430,
          http://ttkx.cc:776/8585/hy.php?id=11342430

我的团长我的团,http://1.94.31.214:35455/huya/11352910,
          http://cdn.jdshipin.com:8880/huya.php?id=11352910,
          http://ttkx.cc:776/8585/hy.php?id=11352910

寻秦记,http://1.94.31.214:35455/huya/23864973,
          http://cdn.jdshipin.com:8880/huya.php?id=23864973,
          http://ttkx.cc:776/8585/hy.php?id=23864973

星汉灿烂·月生沧海,http://1.94.31.214:35455/huya/11336591,
          http://cdn.jdshipin.com:8880/huya.php?id=11336591,
          http://ttkx.cc:776/8585/hy.php?id=11336591

将夜,http://1.94.31.214:35455/huya/11352885,
          http://cdn.jdshipin.com:8880/huya.php?id=11352885,
          http://ttkx.cc:776/8585/hy.php?id=11352885

铁梨花,http://1.94.31.214:35455/huya/11352912,
          http://cdn.jdshipin.com:8880/huya.php?id=11352912,
          http://ttkx.cc:776/8585/hy.php?id=11352912

父母爱情,http://1.94.31.214:35455/huya/11602071,
          http://cdn.jdshipin.com:8880/huya.php?id=11602071,
          http://ttkx.cc:776/8585/hy.php?id=11602071

大染坊,http://1.94.31.214:35455/huya/11602086,
          http://cdn.jdshipin.com:8880/huya.php?id=11602086,
          http://ttkx.cc:776/8585/hy.php?id=11602086

长安十二时辰,http://zby.xjqxz.top/casrsc/live.m3u8

三生三世枕上书,http://zby.xjqxz.top/sssszss/live.m3u8

狂飙,http://zby.xjqxz.top/live9/live.m3u8

警察荣誉,http://zby.xjqxz.top/live16/live.m3u8

知否知否,http://zby.xjqxz.top/zfzf/live.m3u8

梦华录,http://zby.xjqxz.top/mhl/live.m3u8

云襄传,http://zby.xjqxz.top/yxz/live.m3u8

去有风的地方,http://zby.xjqxz.top/qyfddf/live.m3u8

唐朝诡事录,http://zby.xjqxz.top/tcgsl/live.m3u8

少年歌行,http://zby.xjqxz.top/sngx/live.m3u8

三体,http://zby.xjqxz.top/st/live.m3u8

女士的品格,http://zby.xjqxz.top/nsdpg/live.m3u8

向风而行,http://zby.xjqxz.top/xfex/live.m3u8

大秦帝国之裂变,http://zby.xjqxz.top/dqdgzlb/live.m3u8

康熙微服私访记,http://zby.xjqxz.top/kxwfxhj/live.m3u8

隋唐英雄,http://zby.xjqxz.top/styx/live.m3u8
        ]
      }
    ]
  },
  {
     电影轮播,#genre#

高分电影,http://124.248.69.76:26781/douyu/8770422,
          http://zzy789.xyz/douyu1.php?id=8770422,
          http://lxajh.top/tv/douyu.php?id=8770422

动作影院,http://liushizupu.site:35455/yy/1382745095,
          http://jiaojirentv.top/2020/yy.php?id=1382745095,
          http://www.0745daxin.art:35455/yy/1382745095

僵尸恐怖,http://mtw.so/5FCWRo,
          http://1.94.31.214:35455/huya/11342421,
          http://cdn.jdshipin.com:8880/huya.php?id=11342421,
          http://ttkx.cc:776/8585/hy.php?id=11342421

神乐影剧,http://lxajh.top/tv/douyu.php?id=2935323,
          http://124.248.69.76:26781/douyu/2935323,
          http://zzy789.xyz/douyu1.php?id=2935323

经典悬疑片,http://jiaojirentv.top/2020/yy.php?id=1382651363,
          http://www.0745daxin.art:35455/yy/1382651363,
          http://liushizupu.site:35455/yy/1382651363

东方影院,http://lxajh.top/tv/douyu.php?id=1377142,
          http://124.248.69.76:26781/douyu/1377142,
          http://zzy789.xyz/douyu1.php?id=1377142

盗墓电影,http://1.94.31.214:35455/huya/21059552,
          http://cdn.jdshipin.com:8880/huya.php?id=21059552,
          http://ttkx.cc:776/8585/hy.php?id=21059552

吃米滴虫,http://124.248.69.76:26781/douyu/315457,
          http://zzy789.xyz/douyu1.php?id=315457,
          http://lxajh.top/tv/douyu.php?id=315457

经典喜剧片,http://1.94.31.214:35455/huya/11352894,
          http://cdn.jdshipin.com:8880/huya.php?id=11352894,
          http://ttkx.cc:776/8585/hy.php?id=11352894

经典影院,http://live.nctv.top/6688/1905.php?id=1905a,
          http://xxw.me0.cn/1905dy.php?id=1905a,
          http://xxw.me0.cn/1905dy.php?id=1905b,
          http://live.nctv.top/6688/1905.php?id=1905b

