🎵1月28测试有效,#genre#
巨兵长城08,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/79996160a4d24e4f9e5b4682ad4425a9/1200.m3u8
巨兵长城09,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0098cc5c87c841b09bebbdc232aa35ad/1200.m3u8
巨兵长城12,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c015eabf40f24520bc44c35e72cb0d94/1200.m3u8
巨兵长城13,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9f2e29d5c7c549219adde55c9ed7fbb1/1200.m3u8
巨兵长城16,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/cf9330c33ee34714987118e1f6c5d085/1200.m3u8
巨兵长城21,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d89a2c0629fe4909b4d421b9f3f388ab/1200.m3u8
巨兵长城22,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/40161246244f41b7855d9b7c5908b56c/1200.m3u8
巨兵长城25,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7e26aa91ba2f45bcabfb2eac4d20fcb4/1200.m3u8
巨兵长城28,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aba5a0b8a7e44fda974b06f89a7f4fc5/1200.m3u8
巨兵长城33,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/13aa74a77cb24b87b5f8afa867a1bbc4/1200.m3u8
巨兵长城37,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d5a178970a064a1a9b5f0d4e424d8147/1200.m3u8
巨兵长城39,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d3aa3a468a7c43bb93421e2965752cb7/1200.m3u8
巨兵长城40,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/afa9ac4cc6ea43f4ac78b8ea21d2b4f3/1200.m3u8
小魔仙剧06,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1635e17b60004f479a3bf0a3cf068e4a/1200.m3u8
小魔仙剧08,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/427e12baa22f45b8aff4205eee509bb2/1200.m3u8
小魔仙剧10,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5805e831f0474ba09eaf87e4d6c64720/1200.m3u8
小魔仙剧11,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6e8f016e98d14991b075f4232dbbe2a2/1200.m3u8
小魔仙剧16,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/875b781dee14458f913ab58b1e798cc5/1200.m3u8
小魔仙剧23,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b754307ff31e463fb12fce0f5c504f1b/1200.m3u8
猪猪侠剧01,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/284947a4fa1f45dbafc2a4d54387cc7e/1200.m3u8
猪猪侠剧02,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a4b74cdcdee64c70a9c9f7f4c3619aeb/1200.m3u8
猪猪侠剧05,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4be859da49d34b978d2973b640bc7d0d/1200.m3u8
猪猪侠剧12,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/22a3d52a5e47482eb812e20620248741/1200.m3u8
猪猪侠剧13,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4ed0ef2435fc465e97127bdadbe8bcdb/1200.m3u8
猪猪侠剧14,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2c1982fa7d54416a90655b17afb27bc9/1200.m3u8
猪猪侠剧15,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ee4efe1473a049809a9b42cd48680f4c/1200.m3u8
猪猪侠剧18,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ead9dae0652043d0b861d5ea69b4c045/1200.m3u8
猪猪侠剧19,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/94b0326592024a759522450fea376aab/1200.m3u8
猪猪侠剧20,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/fd9526d2ad4d41b9aa89fa71953e8099/1200.m3u8
猪猪侠剧21,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d90630598ad14d1a9bf8575f4129eded/1200.m3u8
猪猪侠剧24,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/fc2546c3481a4f5e866a43af5f8222ac/1200.m3u8
猪猪侠剧25,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/aab9cb537d464c6987710db633e28c6a/1200.m3u8
猪猪侠剧27,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/935f3831de2e488ca2b0bbb93263b418/1200.m3u8
猪猪侠剧28,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/30efdf633b1c422dab32fe274d67f320/1200.m3u8
猪猪侠剧29,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/257e72b4bf0f4560847e9b87d8645738/1200.m3u8
猪猪侠剧30,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4bffea35701146e6b3fb04f39a3747e3/1200.m3u8
猪猪侠剧31,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a72044f6fd404a9e83ce047522e01901/1200.m3u8
猪猪侠剧32,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7d5b4362a3ad428ea0d5b5771faf57c4/1200.m3u8
猪猪侠剧33,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8192f05fb2234318928521dd2ed83a38/1200.m3u8
猪猪侠剧34,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/32cf6f9a7e394a4a9af3b2c873326ac4/1200.m3u8
猪猪侠剧35,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/83f4db992dc1476997d576878254c26c/1200.m3u8
猪猪侠剧38,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/40fb5ea7cf8341fa86acf0df6c4ccb55/1200.m3u8
猪猪侠剧40,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4519030fa05348e1ac56dffa4f337ae7/1200.m3u8
猪猪侠剧51,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/941bdb7064904d1db11d7f0d30959663/1200.m3u8
猪猪侠剧53,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/44180ac9d51f4113b4c0859029cfca9e/1200.m3u8
猪猪侠剧54,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/01fa590200a942c182244eb0cbda1a08/1200.m3u8
猪猪侠剧56,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d33d57c10acd486a9a38572c82d61b83/1200.m3u8
熊熊乐园12,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/70344cd85dc34abf8400eb9738bec779/1200.m3u8
熊熊乐园13,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3976afaa79a14ede8dcf818ead874ac1/1200.m3u8
熊熊乐园15,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8336c7ea1fd04a98aeb5bab0350f9855/1200.m3u8
熊熊乐园16,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5ed717fd676042cfb4c145423e1bb31b/1200.m3u8
熊熊乐园18,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1e77c23aef1a4defa52bc76a56ac35bc/1200.m3u8
熊熊乐园19,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6c9cd714ab4b4a4b9695c17766470ee8/1200.m3u8
熊熊乐园20,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/97d9d7f096bc4b90bcdaf2b7ce9ea556/1200.m3u8
熊熊乐园21,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c5c9a732d2dd4179828895fb75a3ca08/1200.m3u8
熊熊乐园25,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/adb82894c295447e86d12aeccdd17d50/1200.m3u8
熊熊乐园26,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4404b8b709f84c7fa045a0901f23a133/1200.m3u8
熊熊乐园27,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7e7b56d0d35a44dc807b9888cc37bce0/1200.m3u8
熊熊乐园28,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6b9d91ae03eb4348a9270aa0e5018135/1200.m3u8
熊熊乐园29,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/59c667667d2349c587db921d3f639223/1200.m3u8
熊熊乐园30,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/473591a6614e4a769ad912fbf58e79da/1200.m3u8
熊熊乐园31,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8a99941f33164ea3aa11d5243a4a93ad/1200.m3u8
熊熊乐园34,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ef0bb93b6d9a44f6b68f7abc15770a9e/1200.m3u8
熊熊乐园35,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5b0e9527423542efbe1ab81c3701c20e/1200.m3u8
熊熊乐园39,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6cde3ec7780446e9a834a35772378ff8/1200.m3u8
熊熊乐园40,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1c03ccf0e34b4476a80c2396ffe99a29/1200.m3u8
熊熊乐园41,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f986f8de576f487fb1febdcc7dfa87d8/1200.m3u8
熊熊乐园43,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e9dbad5b80884597a721947629a9b169/1200.m3u8
熊熊乐园44,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e0a3c64fa73947289e5664984f4cf5e2/1200.m3u8
熊熊乐园47,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1b3716f4a8ac42fda150b24e9266e7f2/1200.m3u8
熊熊乐园49,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4f7fa80c6686462cb3afcf9ce48b7678/1200.m3u8
熊熊乐园51,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7fc7a246576744e1b032622846c1fd43/1200.m3u8
🏠猫和老鼠,#genre#
第一季第1集,https://play.hhuus.com/play/YernLzwe/index.m3u8
第一季第2集,https://play.hhuus.com/play/qaQBPPqb/index.m3u8
第一季第3集,https://play.hhuus.com/play/5eVKXL5a/index.m3u8
第一季第4集,https://play.hhuus.com/play/nelNBqJb/index.m3u8
第一季第5集,https://play.hhuus.com/play/yb80jRlb/index.m3u8
第一季第6集,https://play.hhuus.com/play/YernLLke/index.m3u8
第一季第7集,https://play.hhuus.com/play/rb2QYLJa/index.m3u8
第一季第9集,https://play.hhuus.com/play/9aAgvv1d/index.m3u8
第一季第10集,https://play.hhuus.com/play/1aKvJJze/index.m3u8
第一季第11集,https://play.hhuus.com/play/penjE2De/index.m3u8
第一季第12集,https://play.hhuus.com/play/BeX2Zylb/index.m3u8
第一季第13集,https://play.hhuus.com/play/YaOzNmGe/index.m3u8
第一季第14集,https://play.hhuus.com/play/meplJJre/index.m3u8
第一季第15集,https://play.hhuus.com/play/lejNzzze/index.m3u8
第一季第16集,https://play.hhuus.com/play/Rb4P1A0b/index.m3u8
第一季第17集,https://play.hhuus.com/play/Xe0PWwGe/index.m3u8
第一季第18集,https://play.hhuus.com/play/RdGoB1Qd/index.m3u8
第一季第19集,https://play.hhuus.com/play/PdyxVqwb/index.m3u8
第一季第20集,https://play.hhuus.com/play/qaQBPQMb/index.m3u8
第一季第21集,https://play.hhuus.com/play/9b643gLe/index.m3u8
第一季第22集,https://play.hhuus.com/play/YernLJBe/index.m3u8
第一季第23集,https://play.hhuus.com/play/QeZN232e/index.m3u8
第一季第24集,https://play.hhuus.com/play/9aAgvw7d/index.m3u8
第一季第25集完结,https://play.hhuus.com/play/1aKvJ0le/index.m3u8
第二季第1集,https://play.hhuus.com/play/penjEzle/index.m3u8
第二季第3集,https://play.hhuus.com/play/YernLE6e/index.m3u8
第二季第4集,https://play.hhuus.com/play/nelNBvlb/index.m3u8
第二季第5集,https://play.hhuus.com/play/nelNBv6b/index.m3u8
第二季第8集,https://play.hhuus.com/play/1aMxL93e/index.m3u8
第二季第9集,https://play.hhuus.com/play/5eVKXN1a/index.m3u8
第二季第10集,https://play.hhuus.com/play/rb2QYgva/index.m3u8
第二季第11集,https://play.hhuus.com/play/rb2QYOPa/index.m3u8
第二季第12集,https://play.hhuus.com/play/penjENDe/index.m3u8
第二季第13集,https://play.hhuus.com/play/5eVKXl9a/index.m3u8
第二季第14集,https://play.hhuus.com/play/DdwvQRJb/index.m3u8
第二季第15集,https://play.hhuus.com/play/1aMxLoBe/index.m3u8
第二季第16集,https://play.hhuus.com/play/DdwvQZmb/index.m3u8
第二季第18集,https://play.hhuus.com/play/DbDlyPYb/index.m3u8
第二季第19集,https://play.hhuus.com/play/YernLBke/index.m3u8
第二季第20集,https://play.hhuus.com/play/nelNBDJb/index.m3u8
第二季第21集,https://play.hhuus.com/play/9b643Mze/index.m3u8
第二季第22集,https://play.hhuus.com/play/1aKvJ7Je/index.m3u8
第二季第24集,https://play.hhuus.com/play/qaQBPKZb/index.m3u8
第二季第26集完结,https://play.hhuus.com/play/YernLqWe/index.m3u8
第三季第1集,https://play.hhuus.com/play/Xe0PWl3e/index.m3u8
第三季第2集,https://play.hhuus.com/play/DdwvQYzb/index.m3u8
第三季第3集,https://play.hhuus.com/play/RdGoBG3d/index.m3u8
第三季第4集,https://play.hhuus.com/play/penjEMPe/index.m3u8
第三季第5集,https://play.hhuus.com/play/BeX2Zjob/index.m3u8
第三季第6集,https://play.hhuus.com/play/Rb4P1pkb/index.m3u8
第三季第7集,https://play.hhuus.com/play/PdyxVRgb/index.m3u8
第三季第8集,https://play.hhuus.com/play/DbDlyM5b/index.m3u8
第三季第9集,https://play.hhuus.com/play/lejNzyYe/index.m3u8
第三季第10集,https://play.hhuus.com/play/lejNzyBe/index.m3u8
第三季第11集,https://play.hhuus.com/play/9b64DoNe/index.m3u8
第三季第12集,https://play.hhuus.com/play/mepl4wye/index.m3u8
第三季第15集,https://play.hhuus.com/play/nel0LN5e/index.m3u8
第三季第16集,https://play.hhuus.com/play/mepnKP2b/index.m3u8
第三季第17集,https://play.hhuus.com/play/RdGAxE7a/index.m3u8
第三季第18集,https://play.hhuus.com/play/5eVWr9Ma/index.m3u8
第三季第19集,https://play.hhuus.com/play/Qe1MqDRe/index.m3u8
第三季第20集,https://play.hhuus.com/play/wdLGDRwb/index.m3u8
第三季第21集,https://play.hhuus.com/play/zbqo592e/index.m3u8
第三季第22集,https://play.hhuus.com/play/vbmk6POe/index.m3u8
第三季第23集,https://play.hhuus.com/play/mepnKl2b/index.m3u8
第三季第24集,https://play.hhuus.com/play/lejBMNRe/index.m3u8
第三季第25集,https://play.hhuus.com/play/1aKGBRRa/index.m3u8
第三季第26集,https://play.hhuus.com/play/Yerp5nEb/index.m3u8
第三季第27集,https://play.hhuus.com/play/1aMXg25e/index.m3u8
第三季第28集,https://play.hhuus.com/play/rb2XroNe/index.m3u8
第三季第29集,https://play.hhuus.com/play/lejBMkle/index.m3u8
第三季第30集,https://play.hhuus.com/play/Rb42wJ1e/index.m3u8
第三季第31集,https://play.hhuus.com/play/9b6Myvla/index.m3u8
第三季第32集,https://play.hhuus.com/play/Ddwx5lRe/index.m3u8
第三季第33集,https://play.hhuus.com/play/9b6Myjna/index.m3u8
第三季第34集,https://play.hhuus.com/play/Yerp5vKb/index.m3u8
第三季第35集,https://play.hhuus.com/play/9avw5zXb/index.m3u8
第三季第36集,https://play.hhuus.com/play/Xe0MpmKa/index.m3u8
第三季第37集,https://play.hhuus.com/play/nel0LP5e/index.m3u8
第三季第38集,https://play.hhuus.com/play/negyKG3b/index.m3u8
第三季第39集,https://play.hhuus.com/play/Rb42wqne/index.m3u8
第三季第40集,https://play.hhuus.com/play/yb8gAxLa/index.m3u8
第三季第41集,https://play.hhuus.com/play/lejBMPRe/index.m3u8
第三季第42集,https://play.hhuus.com/play/6dBvpyXd/index.m3u8
第三季第43集,https://play.hhuus.com/play/7axy5m9b/index.m3u8
第三季第44集,https://play.hhuus.com/play/yb8gAlma/index.m3u8
第三季第46集,https://play.hhuus.com/play/vbmk6gOe/index.m3u8
第三季第47集,https://play.hhuus.com/play/Xe0MpBva/index.m3u8
第三季第50集,https://play.hhuus.com/play/9aAroxOb/index.m3u8
第三季第42集,https://play.hhuus.com/play/QeZgyRJa/index.m3u8
第三季第53集完结,https://play.hhuus.com/play/NbW1vRJe/index.m3u8
第四季第2集,https://play.hhuus.com/play/1aMxkjme/index.m3u8
第四季第3集,https://play.hhuus.com/play/YaOzmYEe/index.m3u8
第四季第5集,https://play.hhuus.com/play/penj25pe/index.m3u8
第四季第6集,https://play.hhuus.com/play/BeX2yDVb/index.m3u8
第四季第7集,https://play.hhuus.com/play/RdGo165d/index.m3u8
第四季第9集,https://play.hhuus.com/play/PdyxqlRb/index.m3u8
第四季第10集,https://play.hhuus.com/play/Rb4PAxJb/index.m3u8
第四季第11集,https://play.hhuus.com/play/YernjR2e/index.m3u8
第四季第12集,https://play.hhuus.com/play/9aAgRP9d/index.m3u8
第四季第14集,https://play.hhuus.com/play/rb2QyRMa/index.m3u8
第四季第15集,https://play.hhuus.com/play/yb80Gqjb/index.m3u8
第四季第16集,https://play.hhuus.com/play/5eVKwmza/index.m3u8
第四季第17集,https://play.hhuus.com/play/nelNZOjb/index.m3u8
第四季第18集,https://play.hhuus.com/play/rb2Qy8za/index.m3u8
第四季第19集,https://play.hhuus.com/play/DbDlXqKb/index.m3u8
第四季第21集,https://play.hhuus.com/play/yb80GM3b/index.m3u8
第四季第22集,https://play.hhuus.com/play/5eVKwvXa/index.m3u8
第四季第23集,https://play.hhuus.com/play/1aMxkZGe/index.m3u8
🏀多线路体育频道(V4),#genre#
JJ斗地主,http://openhls-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII.m3u8?txSecret=13b8337f621e8aaf2571e07336f9fafb&txTime=6798631d&token=cph-androidmpro-0-488743-7ea913e7159c357c0b68e27715264520&did=10000000000000000000000000001501&origin=tct&vhost=play2&sid=407637268
广东体育,http://223.105.252.60/PLTV/4/224/3221228320/index.m3u8?servicetype=1
广州竞赛,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
山东体育,http://123.132.233.194:352/tsfile/live/1001_1.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
💫华东地区V4,#genre#
💫华北地区V4,#genre#
💫华中地区V4,#genre#
💫华南地区V4,#genre#
💫西南地区V4,#genre#
💫西北地区V4,#genre#
💫东北地区V4,#genre#
💫多线路广东频道27新(V4),#genre#
Plus即时,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
Plus即时,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
重温经典,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
广东珠江,http://14.112.86.85:4022/udp/239.77.0.1:5146
广东新闻,http://14.112.86.85:4022/udp/239.77.0.173:5146
广东民生,http://14.112.86.85:4022/udp/239.77.0.225:5146
广东体育,http://14.112.86.85:4022/udp/239.77.0.112:5146
广东体育,http://14.112.86.85:4022/udp/239.77.0.168:5146
广东影视,http://14.112.86.85:4022/udp/239.77.0.217:5146
广东珠江,http://125.89.163.44:8888/udp/239.77.0.1:5146
广东新闻,http://125.89.163.44:8888/udp/239.77.0.173:5146
广东民生,http://125.89.163.44:8888/udp/239.77.0.225:5146
广东体育,http://125.89.163.44:8888/udp/239.77.0.112:5146
广东影视,http://125.89.163.44:8888/udp/239.77.0.217:5146
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
大湾区卫视,http://jp1.jdiptv.cc/live/nfws.m3u8?kdstime=
广东体育,http://222.128.55.152:9080/live/gdty.m3u8
广东珠江,http://222.128.55.152:9080/live/gdzj.m3u8
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
广东影视,http://222.128.55.152:9080/live/gdys.m3u8
广东民生,http://222.128.55.152:9080/live/gdms.m3u8
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广东法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州生活,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
​广东影视,http://cdn.jdshipin.com:8880/gztv.php?id=yingshi
广州综合,http://r.jdshipin.com/iR6Gq
广州南国都市,http://r.jdshipin.com/nWaZO
广州影视,http://r.jdshipin.com/TcKr2
广州法治,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国都市,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=4400d75d2114b2db07d86eda8f8218ee&txTime=191b60ce0f6
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
广东珠江,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdzj
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源综合,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd
广州番禺新闻,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv?fbl=$超清
广东珠江[HD],http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东体育[HD],http://cdn2.132.us.kg/live/gdty/stream.m3u8
广东体育_MD,http://113.101.119.26:808/hls/108/index.m3u8
广东影视_MD,http://113.101.119.26:808/hls/110/index.m3u8
「广东」韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关综合台,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
💫吉林频道(V4),#genre#
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8?zjild
延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8
延边-2,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8
延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8
延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
松原公共频道,http://stream8.jlntv.cn/sytv2/sd/live.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
永吉综合频道,http://stream10.jlntv.cn/yongji/sd/live.m3u8
江源综合频道,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
